Name	Team	Date*	Location	K1	K2	P1	P2	S1	S2	Total	SB Centers	A1	A2	A3	A4	A5	A6	Total	AR Centers
Libby Mostert	Army	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Nakata	Army	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Payne Nunn	Army	Nov. 5, 2016	Air Force	95	96	99	98	92	91	571	0	92	96	98	99	99	98	582	0
Allen Solida	Army	Nov. 5, 2016	Air Force	95	94	100	99	89	91	568	0	97	95	95	98	96	96	577	0
Andrew Solomonides	Army	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melissa Brizzi	Coast Guard	Nov. 5, 2016	Air Force	92	84	94	94	80	82	526	0	93	92	90	90	91	86	542	0
Joseph Busching	Coast Guard	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jacob Dupree	Coast Guard	Nov. 5, 2016	Air Force	88	86	93	96	74	77	514	0	95	91	91	89	91	93	550	0
Randall Ford	Coast Guard	Nov. 5, 2016	Air Force	85	93	99	95	92	92	556	0	94	97	95	98	93	91	568	0
Marshall Grant	Coast Guard	Nov. 5, 2016	Air Force	82	91	90	93	79	81	516	0	84	88	83	86	95	89	525	0
Alexandria Harrington	Coast Guard	Nov. 5, 2016	Air Force	91	96	96	97	93	92	565	0	96	97	97	95	94	95	574	0
Anthony Lee	Coast Guard	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dylan Lorence	Coast Guard	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kaden Nichols	Coast Guard	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicholas Paisker	Coast Guard	Nov. 5, 2016	Air Force	89	95	99	96	89	87	555	0	96	99	97	96	95	97	580	0
Paul Raynolds	Coast Guard	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
David Rose	Coast Guard	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alaric Stone	Coast Guard	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nyjah Turner	Coast Guard	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucas Figi	Navy	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maggie Guetersloh	Navy	Nov. 5, 2016	Air Force	94	92	97	96	92	84	555	0	98	94	95	96	95	97	575	0
Amy Hammer	Navy	Nov. 5, 2016	Air Force	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daniel Jonas	Navy	Nov. 5, 2016	Air Force	95	94	98	99	93	96	575	0	99	99	97	98	97	96	586	0
Kestrel Kuhne	Navy	Nov. 5, 2016	Air Force	87	94	97	97	94	95	564	0	96	98	98	99	98	96	585	0
Alex Muzzioli	Navy	Nov. 5, 2016	Air Force	92	96	97	98	89	92	564	0	95	95	97	99	96	96	578	0
Brandon Pippin	Navy	Nov. 5, 2016	Air Force	87	87	92	94	83	84	527	0	98	94	96	93	96	96	573	0
Nash Richardson	Navy	Nov. 5, 2016	Air Force	93	96	99	99	90	89	566	0	94	95	97	89	96	98	569	0
Thomas Sarant	Navy	Nov. 5, 2016	Air Force	91	92	98	98	95	92	566	0	93	98	100	98	99	98	586	0
Josh Watson	Navy	Nov. 5, 2016	Air Force	93	93	98	96	92	93	565	0	96	99	94	96	99	93	577	0
Andrew Abernathy	North Georgia	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eric Azotea	North Georgia	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthanne Conner	North Georgia	Nov. 6, 2016	North Georgia	95	91	99	100	94	94	573	0	98	98	94	98	97	96	581	0
Lucas Gilliland	North Georgia	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maddie Godwin	North Georgia	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hannah Peevy	North Georgia	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jared Rice	North Georgia	Nov. 6, 2016	North Georgia	88	91	95	95	94	97	560	0	98	96	96	96	96	83	565	0
Tobin Sanctuary	North Georgia	Nov. 6, 2016	North Georgia	97	95	96	97	92	92	569	0	0	0	0	0	0	0	0	0
Brianna Shaw	North Georgia	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dakota Spivey	North Georgia	Nov. 6, 2016	North Georgia	91	95	97	98	93	96	570	0	99	97	98	99	97	98	588	0
David Turner	North Georgia	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	93	97	97	95	95	98	575	0
Alex Bapties	UT Martin	Nov. 6, 2016	North Georgia	90	92	94	97	85	87	545	0	95	90	93	97	90	93	558	0
Brigitte Curcio	UT Martin	Nov. 6, 2016	North Georgia	96	92	99	97	92	95	571	0	98	97	96	98	95	95	579	0
Andre Delcalzo	UT Martin	Nov. 6, 2016	North Georgia	91	84	93	97	85	83	533	0	0	0	0	0	0	0	0	0
Logan Hunt	UT Martin	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	95	96	96	94	98	93	572	0
Kaitlin Korinek	UT Martin	Nov. 6, 2016	North Georgia	89	93	96	99	94	92	563	0	100	97	97	98	100	98	590	0
Joe Martin	UT Martin	Nov. 6, 2016	North Georgia	93	97	99	99	97	94	579	0	98	95	98	95	98	99	583	0
Alex Tamboli	UT Martin	Nov. 6, 2016	North Georgia	94	95	96	98	83	93	559	0	95	96	93	97	93	92	566	0
Rosemary Kramer	Ga. Southern	Nov. 6, 2016	North Georgia	91	96	96	98	88	89	558	0	96	96	97	94	97	78	558	0
Tori Lewis	Ga. Southern	Nov. 6, 2016	North Georgia	94	95	94	95	93	87	558	0	92	99	97	97	98	96	579	0
Jennifer Middlebrook	Ga. Southern	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lydia Odlin	Ga. Southern	Nov. 6, 2016	North Georgia	93	90	98	94	77	86	538	0	95	93	94	94	96	97	569	0
Chastity Price	Ga. Southern	Nov. 6, 2016	North Georgia	82	90	91	88	83	81	515	0	97	88	93	96	90	89	553	0
Courtney Weekley	Ga. Southern	Nov. 6, 2016	North Georgia	89	88	95	95	88	93	548	0	93	97	99	98	94	97	578	0
Kathryn Youngblood	Ga. Southern	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erin Bell	UT Martin (W)	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ashley Coots	UT Martin (W)	Nov. 6, 2016	North Georgia	94	94	98	93	83	87	549	0	97	92	94	93	94	90	560	0
Lindsey Flint	UT Martin (W)	Nov. 6, 2016	North Georgia	92	88	95	92	88	84	539	0	0	0	0	0	0	0	0	0
Amanda Mayo	UT Martin (W)	Nov. 6, 2016	North Georgia	0	0	0	0	0	0	0	0	96	91	96	96	96	95	570	0
Jennifer Plocinik	UT Martin (W)	Nov. 6, 2016	North Georgia	93	96	97	97	93	92	568	0	98	94	93	96	97	98	576	0
Brianna Sawyers	UT Martin (W)	Nov. 6, 2016	North Georgia	91	93	97	98	93	85	557	0	94	100	99	98	98	99	588	0
Alyson Sylvester	UT Martin (W)	Nov. 6, 2016	North Georgia	92	92	98	95	92	93	562	0	92	96	96	97	96	97	574	0
Soren Butler	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	99	94	98	99	95	96	581	0	98	98	98	99	99	99	591	0
Liam Eberhart	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy Gentry	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	95	97	98	94	92	90	566	0	97	96	96	97	95	97	578	0
Luke Johnson	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	95	99	95	99	92	97	577	0	99	95	97	98	98	97	584	0
Sagen Maddalena	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	99	98	100	99	96	99	591	0	98	99	99	98	98	100	592	0
Grace Nelson	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JT Schnering	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	94	98	97	95	91	97	572	0	98	99	98	97	97	86	575	0
Robert Scott	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	93	92	99	96	90	95	565	0	98	98	97	98	98	99	588	0
Nathan Taylor	Alaska Fairbanks	Nov. 6, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Benesh	Nevada	Nov. 6, 2016	Nevada Reno	94	93	97	100	94	88	566	0	98	97	99	98	99	99	590	0
Emily Capaul	Nevada	Nov. 6, 2016	Nevada Reno	95	94	99	98	94	96	576	0	97	98	97	99	99	99	589	0
Jared Crews	Nevada	Nov. 6, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maneva Gill	Nevada	Nov. 6, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Jameson	Nevada	Nov. 6, 2016	Nevada Reno	97	92	97	97	87	95	565	0	99	97	98	100	98	98	590	0
Eli Larimer	Nevada	Nov. 6, 2016	Nevada Reno	96	93	100	100	95	95	579	0	97	96	96	99	97	96	581	0
Justin Nissen	Nevada	Nov. 6, 2016	Nevada Reno	94	91	98	99	92	95	569	0	98	97	95	98	98	95	581	0
Jami Sexton	Nevada	Nov. 6, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sara Tashima	Nevada	Nov. 6, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitchell Van Patten	Nevada	Nov. 6, 2016	Nevada Reno	97	94	96	98	90	93	568	0	98	100	98	99	98	100	593	0
Deanna Binnie	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Josh Black	Ohio State	Nov. 6, 2016	UTEP	98	95	96	96	93	98	576	0	96	99	98	97	98	97	585	0
Jacob Buchanan	Ohio State	Nov. 6, 2016	UTEP	100	96	99	98	95	92	580	0	99	97	98	100	100	97	591	0
Drew Cheezum	Ohio State	Nov. 6, 2016	UTEP	96	96	99	98	99	95	583	0	98	97	98	99	99	99	590	0
Anthony Cuozzo	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kendal Elder	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alli Kissell	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark Matheny	Ohio State	Nov. 6, 2016	UTEP	93	95	98	98	95	96	575	0	98	99	99	95	98	98	587	0
Patrick Sardo	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Michael Steinel	Ohio State	Nov. 6, 2016	UTEP	94	96	100	99	92	92	573	0	97	99	100	100	100	98	594	0
Chrissy Thomas	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhiann Travis	Ohio State	Nov. 6, 2016	UTEP	96	94	97	88	94	87	556	0	97	98	99	97	98	97	586	0
Bailey Urbach	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brendan Whitaker	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quintin Wotring	Ohio State	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jessica Kinder	UTEP	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	96	96	98	96	95	97	578	0
Abby Monique	UTEP	Nov. 6, 2016	UTEP	83	88	97	96	90	93	547	0	98	99	95	93	96	90	571	0
Maranda Nelson	UTEP	Nov. 6, 2016	UTEP	88	87	94	96	89	79	533	0	99	97	98	94	93	98	579	0
Bailey Powell	UTEP	Nov. 6, 2016	UTEP	97	94	96	98	88	93	566	0	97	99	96	98	99	100	589	0
Mara Rouse	UTEP	Nov. 6, 2016	UTEP	97	94	97	96	91	90	565	0	100	98	97	98	99	99	591	0
Rachael Schoenrock	UTEP	Nov. 6, 2016	UTEP	98	94	97	96	92	92	569	0	99	97	97	96	97	95	581	0
Haylee Schoenrock	UTEP	Nov. 6, 2016	UTEP	93	95	99	94	92	92	565	0	96	96	95	98	99	97	581	0
Monthserrat Serna	UTEP	Nov. 6, 2016	UTEP	0	0	0	0	0	0	0	0	97	90	92	97	97	91	564	0
Billy Azzinaro	Kentucky	Nov. 6, 2016	Kentucky	93	96	99	99	97	94	578	0	99	97	99	98	99	99	591	0
Jenna Bethea	Kentucky	Nov. 6, 2016	Kentucky	93	91	100	100	88	93	565	0	97	97	99	99	97	99	588	0
Hanna Carr	Kentucky	Nov. 6, 2016	Kentucky	95	96	98	100	96	100	585	0	96	99	99	95	97	97	583	0
Morgan Duerr	Kentucky	Nov. 6, 2016	Kentucky	94	93	99	99	84	91	560	0	96	95	97	96	97	94	575	0
Ian Foos	Kentucky	Nov. 6, 2016	Kentucky	88	93	97	96	91	95	560	0	95	99	99	97	96	98	584	0
Carmen Fry	Kentucky	Nov. 6, 2016	Kentucky	93	96	98	98	90	93	568	0	96	98	94	98	93	98	577	0
Heather Kirby	Kentucky	Nov. 6, 2016	Kentucky	94	90	97	99	96	94	570	0	99	100	100	99	100	100	598	0
Sonya May	Kentucky	Nov. 6, 2016	Kentucky	95	94	98	100	93	92	572	0	93	99	96	95	94	97	574	0
Andrew Miller	Kentucky	Nov. 6, 2016	Kentucky	95	87	93	99	81	87	542	0	95	98	96	97	95	94	575	0
Cathryn Papasodora	Kentucky	Nov. 6, 2016	Kentucky	96	95	97	98	95	94	575	0	98	99	100	99	98	98	592	0
Jason Scharbel	Kentucky	Nov. 6, 2016	Kentucky	98	97	100	97	92	88	572	0	96	100	100	95	97	99	587	0
Jason Spaude	Kentucky	Nov. 6, 2016	Kentucky	97	97	99	100	94	92	579	0	95	99	97	99	99	99	588	0
Katie Brown	Nebraska	Nov. 6, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jaycee Carter	Nebraska	Nov. 6, 2016	Kentucky	94	95	98	98	95	97	577	0	96	98	98	99	99	98	588	0
Dacotah Faught	Nebraska	Nov. 6, 2016	Kentucky	96	96	97	100	95	94	578	0	99	99	98	100	100	100	596	0
Kayla Gadeken	Nebraska	Nov. 6, 2016	Kentucky	89	96	95	99	85	95	559	0	99	98	96	99	97	98	587	0
Maddie Korthas	Nebraska	Nov. 6, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Martin	Nebraska	Nov. 6, 2016	Kentucky	97	91	99	98	93	91	569	0	95	98	98	100	100	99	590	0
Jordan Miller	Nebraska	Nov. 6, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samantha Peterson	Nebraska	Nov. 6, 2016	Kentucky	100	92	100	100	92	96	580	0	97	98	98	97	99	99	588	0
Nina Radulovic	Nebraska	Nov. 6, 2016	Kentucky	97	98	100	100	94	97	586	0	97	95	96	98	99	99	584	0
Sarah Sutton	Nebraska	Nov. 6, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hannah Virga	Nebraska	Nov. 6, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Yager	Nebraska	Nov. 6, 2016	Kentucky	92	98	97	98	88	94	567	0	94	98	98	100	98	98	586	0
Nathan Brewer	Army	Nov. 11, 2016	Army	96	96	99	99	95	97	582	25	97	99	99	98	99	99	591	46
Emiliano Concha-Toro	Army	Nov. 11, 2016	Army	93	94	100	97	92	93	569	23	94	95	97	99	98	97	580	31
Ethan Cook	Army	Nov. 11, 2016	Army	97	94	99	98	91	93	572	23	99	98	97	96	98	95	583	32
Danielle Cuomo	Army	Nov. 11, 2016	Army	95	95	99	99	97	92	577	19	98	98	100	97	98	95	586	33
Maggie Ehmann	Army	Nov. 11, 2016	Army	93	98	98	97	95	88	569	19	92	92	92	95	96	91	558	18
Maddy Erikson	Army	Nov. 11, 2016	Army	93	95	99	98	93	95	573	23	97	98	97	99	98	99	588	41
Mike Garner	Army	Nov. 11, 2016	Army	91	80	87	96	87	89	530	10	98	98	97	99	95	98	585	35
Nick Kanellis	Army	Nov. 11, 2016	Army	96	94	94	95	96	89	564	15	96	96	96	99	98	96	581	31
Marvin Lewis	Army	Nov. 11, 2016	Army	97	95	97	99	96	96	580	29	98	100	92	98	97	99	584	31
Rhianna Lichtenthal	Army	Nov. 11, 2016	Army	93	94	95	97	85	97	561	20	98	95	98	97	96	94	578	31
Libby Mostert	Army	Nov. 11, 2016	Army	90	94	95	97	93	96	565	18	94	98	96	95	96	98	577	27
Sarah Nakata	Army	Nov. 11, 2016	Army	0	0	0	0	0	0	0	0	97	99	96	98	97	94	581	35
Payne Nunn	Army	Nov. 11, 2016	Army	96	94	99	98	93	91	571	25	96	98	99	97	96	98	584	38
Allen Solida	Army	Nov. 11, 2016	Army	98	100	99	99	93	93	582	30	99	97	99	97	95	93	580	35
Andrew Solomonides	Army	Nov. 11, 2016	Army	95	92	98	98	87	96	566	18	96	96	95	94	94	96	571	19
Hayley Carroll	Ole Miss	Nov. 11, 2016	Army	94	93	100	99	93	92	571	24	97	98	98	98	96	95	582	36
Harley Gardner	Ole Miss	Nov. 11, 2016	Army	94	95	99	99	93	96	576	27	99	99	99	96	99	99	591	37
Jess Haig	Ole Miss	Nov. 11, 2016	Army	94	95	97	98	94	96	574	27	98	97	98	96	99	99	587	37
Alana Kelly	Ole Miss	Nov. 11, 2016	Army	93	88	100	98	89	92	560	23	95	95	96	96	99	93	574	0
Randi Loudin	Ole Miss	Nov. 11, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marina Noble	Ole Miss	Nov. 11, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samantha Sandifer	Ole Miss	Nov. 11, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristyn Trump	Ole Miss	Nov. 11, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jillian Tyler	Ole Miss	Nov. 11, 2016	Army	86	88	99	97	93	91	554	18	96	95	97	98	96	95	577	31
Ali Weisz	Ole Miss	Nov. 11, 2016	Army	95	92	98	99	93	95	572	21	97	99	98	99	98	98	589	43
Hayley Carroll	Ole Miss	Nov. 12, 2016	Army	92	95	99	100	88	98	572	27	100	99	97	97	94	100	587	43
Harley Gardner	Ole Miss	Nov. 12, 2016	Army	93	90	98	98	95	93	567	25	95	97	99	99	98	97	585	36
Jess Haig	Ole Miss	Nov. 12, 2016	Army	93	95	98	100	93	97	576	22	97	97	98	100	98	99	589	46
Alana Kelly	Ole Miss	Nov. 12, 2016	Army	97	94	98	98	89	88	564	18	98	95	95	100	98	96	582	34
Randi Loudin	Ole Miss	Nov. 12, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marina Noble	Ole Miss	Nov. 12, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samantha Sandifer	Ole Miss	Nov. 12, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristyn Trump	Ole Miss	Nov. 12, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jillian Tyler	Ole Miss	Nov. 12, 2016	Army	90	89	98	99	89	90	555	16	97	96	97	97	96	97	580	27
Ali Weisz	Ole Miss	Nov. 12, 2016	Army	96	97	98	96	91	97	575	27	98	98	100	100	99	98	593	47
Jack Anderson	West Virginia	Nov. 12, 2016	Army	95	96	96	98	91	94	570	17	95	98	94	96	98	96	577	26
Will Anti	West Virginia	Nov. 12, 2016	Army	98	94	97	99	93	98	579	27	96	98	96	98	97	98	583	35
Milica Babic	West Virginia	Nov. 12, 2016	Army	97	97	95	98	98	97	582	29	98	100	99	98	99	100	594	48
Noah Barker	West Virginia	Nov. 12, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elizabeth Gratz	West Virginia	Nov. 12, 2016	Army	96	94	97	98	93	96	574	28	100	100	99	100	100	93	592	47
Jean-Pierre Lucas	West Virginia	Nov. 12, 2016	Army	99	98	98	100	95	97	587	36	100	100	98	99	98	100	595	50
Morgan Phillips	West Virginia	Nov. 12, 2016	Army	95	98	98	100	96	98	585	29	98	100	98	98	100	96	590	40
Ginny Thrasher	West Virginia	Nov. 12, 2016	Army	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katie Brown	Nebraska	Nov. 12, 2016	Nebraska	91	90	95	98	88	92	554	0	98	93	95	93	95	92	566	0
Jaycee Carter	Nebraska	Nov. 12, 2016	Nebraska	95	92	97	100	94	94	572	0	98	100	99	100	99	97	593	0
Dacotah Faught	Nebraska	Nov. 12, 2016	Nebraska	91	88	98	98	94	96	565	0	98	98	100	100	98	99	593	0
Kayla Gadeken	Nebraska	Nov. 12, 2016	Nebraska	90	93	99	97	96	95	570	0	99	98	97	96	98	98	586	0
Maddie Korthas	Nebraska	Nov. 12, 2016	Nebraska	89	93	92	93	90	94	551	0	97	95	98	97	96	98	581	0
Rachel Martin	Nebraska	Nov. 12, 2016	Nebraska	95	96	99	100	92	94	576	0	97	97	98	98	100	96	586	0
Jordan Miller	Nebraska	Nov. 12, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samantha Peterson	Nebraska	Nov. 12, 2016	Nebraska	95	96	98	100	92	94	575	0	99	99	99	100	98	97	592	0
Nina Radulovic	Nebraska	Nov. 12, 2016	Nebraska	98	94	100	100	89	96	577	0	99	98	98	97	98	99	589	0
Sarah Sutton	Nebraska	Nov. 12, 2016	Nebraska	96	90	99	94	87	90	556	0	95	99	99	97	99	96	585	0
Hannah Virga	Nebraska	Nov. 12, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Yager	Nebraska	Nov. 12, 2016	Nebraska	93	93	99	99	92	93	569	0	97	95	96	97	98	99	582	0
Jessica Kinder	UTEP	Nov. 12, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abby Monique	UTEP	Nov. 12, 2016	Nebraska	88	93	96	97	88	80	542	0	93	97	95	99	95	95	574	0
Maranda Nelson	UTEP	Nov. 12, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bailey Powell	UTEP	Nov. 12, 2016	Nebraska	94	94	98	98	87	92	563	0	98	98	97	98	100	100	591	0
Mara Rouse	UTEP	Nov. 12, 2016	Nebraska	97	94	96	96	92	91	566	0	94	97	93	98	94	98	574	0
Rachael Schoenrock	UTEP	Nov. 12, 2016	Nebraska	95	96	97	94	92	95	569	0	95	97	97	96	95	95	575	0
Haylee Schoenrock	UTEP	Nov. 12, 2016	Nebraska	90	90	95	96	94	91	556	0	98	98	98	97	98	95	584	0
Monthserrat Serna	UTEP	Nov. 12, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spencer Brandon	Air Force	Nov. 12, 2016	TCU	94	93	99	97	89	97	569	0	95	98	98	99	99	95	584	0
Spencer Cap	Air Force	Nov. 12, 2016	TCU	98	98	97	99	96	97	585	0	99	100	98	99	100	98	594	0
Kyle Cox	Air Force	Nov. 12, 2016	TCU	0	0	0	0	0	0	0	0	95	87	95	95	91	97	560	0
Ryan Jacobs	Air Force	Nov. 12, 2016	TCU	96	96	99	98	95	95	579	0	99	98	99	100	99	98	593	0
Noah Kwock	Air Force	Nov. 12, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nick Learn	Air Force	Nov. 12, 2016	TCU	95	93	97	99	90	87	561	0	97	93	94	97	96	96	573	0
Logan Ogden	Air Force	Nov. 12, 2016	TCU	95	98	98	98	93	93	575	0	100	99	98	100	98	99	594	0
Mary Simonton	Air Force	Nov. 12, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anna Weilbacher	Air Force	Nov. 12, 2016	TCU	97	97	97	98	92	99	580	0	99	98	96	96	97	96	582	0
Nicholle Benedict	TCU	Nov. 12, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katie Bridges	TCU	Nov. 12, 2016	TCU	93	95	100	99	88	93	568	0	98	95	94	95	96	95	573	0
Rachel Garner	TCU	Nov. 12, 2016	TCU	96	96	99	100	95	94	580	0	100	100	98	100	99	99	596	0
Ariana Grabowski	TCU	Nov. 12, 2016	TCU	99	97	100	99	95	95	585	0	98	95	99	96	97	97	582	0
Emily Haag	TCU	Nov. 12, 2016	TCU	92	91	98	99	90	92	562	0	98	96	97	93	98	97	579	0
Nicole Hankey	TCU	Nov. 12, 2016	TCU	97	98	100	98	92	95	580	0	96	98	98	97	95	98	582	0
Rachel Kimbell	TCU	Nov. 12, 2016	TCU	98	98	98	96	92	85	567	0	95	95	98	97	95	100	580	0
Sally Li	TCU	Nov. 12, 2016	TCU	96	98	100	99	92	97	582	0	100	100	97	96	98	99	590	0
Casey Lutz	TCU	Nov. 12, 2016	TCU	96	98	100	99	99	95	587	0	97	99	98	99	99	98	590	0
Mindy Miles	TCU	Nov. 12, 2016	TCU	97	97	100	100	96	97	587	0	99	99	99	100	99	99	595	0
Catherine Miller	TCU	Nov. 12, 2016	TCU	96	92	97	100	94	88	567	0	99	98	98	98	98	99	590	0
Meraleigh Randle	TCU	Nov. 12, 2016	TCU	0	0	0	0	0	0	0	0	93	95	93	90	93	89	553	0
Barrett Ray	TCU	Nov. 12, 2016	TCU	99	97	99	99	90	94	578	0	97	98	96	96	95	97	579	0
William Caruso	MIT	Nov. 12, 2016	MIT	87	86	84	76	85	83	501	0	91	87	87	84	89	90	528	0
Efraim Helman	MIT	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yaakov Helman	MIT	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jesus Herrera	MIT	Nov. 12, 2016	MIT	86	81	94	95	75	67	498	0	85	81	82	81	81	82	492	0
Alexander Laiman	MIT	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gregory Lee	MIT	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kelly Mathesius	MIT	Nov. 12, 2016	MIT	86	92	97	97	88	90	550	0	89	93	92	86	93	96	549	0
Elijah Miller	MIT	Nov. 12, 2016	MIT	68	77	89	81	65	70	450	0	87	79	78	81	85	87	497	0
Dylan Modesitt	MIT	Nov. 12, 2016	MIT	88	84	91	97	80	71	511	0	90	88	88	85	92	90	533	0
Kevin Ng	MIT	Nov. 12, 2016	MIT	87	89	94	94	82	72	518	0	85	93	91	89	86	89	533	0
