Name	Team	Date*	Location	K1	K2	P1	P2	S1	S2	Total	SB Centers	A1	A2	A3	A4	A5	A6	Total	AR Centers
Joe Fischer	Morehead St.	Oct. 29, 2016	Morehead St.	96	98	99	100	89	83	565	0	97	96	96	97	98	95	579	0
Dan Hall	Morehead St.	Oct. 29, 2016	Morehead St.	94	93	99	98	90	89	563	0	90	94	96	93	98	95	566	0
Jesse Moyer	Morehead St.	Oct. 29, 2016	Morehead St.	95	96	93	96	90	92	562	0	99	98	96	99	99	95	586	0
Alexa Potts	Morehead St.	Oct. 29, 2016	Morehead St.	93	93	99	95	92	93	565	0	94	95	99	96	96	96	576	0
Karly Potts	Morehead St.	Oct. 29, 2016	Morehead St.	95	94	96	95	89	85	554	0	98	99	98	99	100	97	591	0
Melanie West	Morehead St.	Oct. 29, 2016	Morehead St.	89	94	98	97	86	90	554	0	96	95	96	97	98	96	578	0
Haley Wilson	Morehead St.	Oct. 29, 2016	Morehead St.	93	97	97	99	95	93	574	0	98	96	96	96	98	97	581	0
Andrew Abernathy	North Georgia	Oct. 29, 2016	Morehead St.	94	93	98	98	86	93	562	0	94	96	92	97	91	94	564	0
Eric Azotea	North Georgia	Oct. 29, 2016	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthanne Conner	North Georgia	Oct. 29, 2016	Morehead St.	90	96	96	96	88	91	557	0	97	95	100	97	98	94	581	0
Lucas Gilliland	North Georgia	Oct. 29, 2016	Morehead St.	93	90	97	96	86	84	546	0	93	94	97	99	92	94	569	0
Maddie Godwin	North Georgia	Oct. 29, 2016	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hannah Peevy	North Georgia	Oct. 29, 2016	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jared Rice	North Georgia	Oct. 29, 2016	Morehead St.	92	95	97	99	88	96	567	0	97	96	99	95	96	95	578	0
Tobin Sanctuary	North Georgia	Oct. 29, 2016	Morehead St.	94	94	95	99	92	91	565	0	97	94	92	95	95	95	568	0
Brianna Shaw	North Georgia	Oct. 29, 2016	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dakota Spivey	North Georgia	Oct. 29, 2016	Morehead St.	97	97	97	98	95	94	578	0	98	97	99	98	98	98	588	0
David Turner	North Georgia	Oct. 29, 2016	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Benesh	Nevada	Oct. 29, 2016	TCU	93	95	94	97	92	91	562	0	95	99	98	99	96	97	584	0
Emily Capaul	Nevada	Oct. 29, 2016	TCU	98	93	98	100	96	94	579	0	98	96	100	99	95	100	588	0
Jared Crews	Nevada	Oct. 29, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maneva Gill	Nevada	Oct. 29, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Jameson	Nevada	Oct. 29, 2016	TCU	87	94	97	99	93	92	562	0	98	99	98	97	99	98	589	0
Eli Larimer	Nevada	Oct. 29, 2016	TCU	97	96	99	98	95	97	582	0	95	98	98	98	96	95	580	0
Justin Nissen	Nevada	Oct. 29, 2016	TCU	94	96	97	99	87	94	567	0	94	98	95	97	99	97	580	0
Jami Sexton	Nevada	Oct. 29, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sara Tashima	Nevada	Oct. 29, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitchell Van Patten	Nevada	Oct. 29, 2016	TCU	96	96	100	99	96	98	585	33	98	99	98	98	99	99	591	44
Nicholle Benedict	TCU	Oct. 29, 2016	TCU	94	92	97	97	88	93	561	0	98	93	97	97	97	95	577	0
Katie Bridges	TCU	Oct. 29, 2016	TCU	92	97	99	99	84	95	566	0	91	96	96	99	95	96	573	0
Rachel Garner	TCU	Oct. 29, 2016	TCU	97	99	97	97	93	97	580	25	98	99	100	100	100	99	596	47
Ariana Grabowski	TCU	Oct. 29, 2016	TCU	97	99	98	100	96	90	580	30	99	97	96	96	99	96	583	0
Emily Haag	TCU	Oct. 29, 2016	TCU	90	94	99	98	85	87	553	0	96	98	94	97	95	95	575	0
Nicole Hankey	TCU	Oct. 29, 2016	TCU	95	95	99	98	94	94	575	0	98	97	99	98	99	98	589	0
Rachel Kimbell	TCU	Oct. 29, 2016	TCU	99	97	97	97	96	94	580	0	97	94	96	98	97	96	578	0
Sally Li	TCU	Oct. 29, 2016	TCU	97	97	100	98	98	94	584	31	100	100	98	98	99	97	592	45
Casey Lutz	TCU	Oct. 29, 2016	TCU	97	97	97	97	95	98	581	0	97	98	100	98	98	100	591	0
Mindy Miles	TCU	Oct. 29, 2016	TCU	96	97	99	100	96	99	587	0	98	100	100	100	100	99	597	0
Catherine Miller	TCU	Oct. 29, 2016	TCU	98	98	96	97	94	94	577	0	99	96	98	98	100	98	589	0
Meraleigh Randle	TCU	Oct. 29, 2016	TCU	0	0	0	0	0	0	0	0	92	92	97	94	94	93	562	0
Barrett Ray	TCU	Oct. 29, 2016	TCU	96	96	98	99	96	94	579	0	99	98	96	96	97	98	584	0
Nathan Brewer	Army	Oct. 29, 2016	Kentucky	94	91	97	100	98	95	575	0	97	96	98	95	98	98	582	0
Emiliano Concha-Toro	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ethan Cook	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Danielle Cuomo	Army	Oct. 29, 2016	Kentucky	93	97	99	97	97	96	579	0	98	95	98	94	93	98	576	0
Maggie Ehmann	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maddy Erikson	Army	Oct. 29, 2016	Kentucky	88	93	98	98	87	96	560	0	97	97	98	98	98	96	584	0
Mike Garner	Army	Oct. 29, 2016	Kentucky	93	96	98	100	90	92	569	0	95	93	89	93	95	94	559	0
Nick Kanellis	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marvin Lewis	Army	Oct. 29, 2016	Kentucky	97	96	100	100	92	96	581	0	98	98	98	98	96	99	587	0
Rhianna Lichtenthal	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Libby Mostert	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Nakata	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Payne Nunn	Army	Oct. 29, 2016	Kentucky	95	95	99	99	93	96	577	0	96	97	98	98	99	98	586	0
Allen Solida	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andrew Solomonides	Army	Oct. 29, 2016	Kentucky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Billy Azzinaro	Kentucky	Oct. 29, 2016	Kentucky	97	97	100	100	96	97	587	0	100	100	100	99	100	99	598	0
Jenna Bethea	Kentucky	Oct. 29, 2016	Kentucky	90	94	95	99	90	89	557	0	97	98	95	93	94	99	576	0
Hanna Carr	Kentucky	Oct. 29, 2016	Kentucky	99	96	100	100	97	98	590	0	96	99	97	97	96	96	581	0
Morgan Duerr	Kentucky	Oct. 29, 2016	Kentucky	92	96	100	95	88	85	556	0	94	98	96	98	97	96	579	0
Ian Foos	Kentucky	Oct. 29, 2016	Kentucky	94	93	93	98	91	93	562	0	96	98	98	96	98	95	581	0
Carmen Fry	Kentucky	Oct. 29, 2016	Kentucky	93	96	100	99	94	97	579	0	97	98	97	96	99	93	580	0
Heather Kirby	Kentucky	Oct. 29, 2016	Kentucky	97	96	100	99	92	93	577	0	100	99	99	98	98	99	593	0
Sonya May	Kentucky	Oct. 29, 2016	Kentucky	95	97	97	99	96	97	581	0	97	99	99	98	99	98	590	0
Andrew Miller	Kentucky	Oct. 29, 2016	Kentucky	92	90	95	99	87	92	555	0	96	97	95	97	93	97	575	0
Cathryn Papasodora	Kentucky	Oct. 29, 2016	Kentucky	90	96	99	100	93	95	573	0	99	95	98	99	97	100	588	0
Jason Scharbel	Kentucky	Oct. 29, 2016	Kentucky	93	94	99	99	95	88	568	0	97	99	98	96	95	97	582	0
Jason Spaude	Kentucky	Oct. 29, 2016	Kentucky	98	96	98	98	93	95	578	0	98	96	99	98	98	99	588	0
Alex Bapties	UT Martin	Oct. 29, 2016	Memphis	96	93	97	95	85	88	554	13	93	95	96	98	96	95	573	22
Brigitte Curcio	UT Martin	Oct. 29, 2016	Memphis	98	91	99	97	92	92	569	21	98	98	96	96	95	96	579	32
Andre Delcalzo	UT Martin	Oct. 29, 2016	Memphis	93	87	96	95	88	84	543	14	0	0	0	0	0	0	0	0
Logan Hunt	UT Martin	Oct. 29, 2016	Memphis	93	91	98	97	83	89	551	12	95	98	99	92	95	93	572	30
Kaitlin Korinek	UT Martin	Oct. 29, 2016	Memphis	96	94	94	97	93	92	566	18	99	99	96	98	98	98	588	36
Joe Martin	UT Martin	Oct. 29, 2016	Memphis	98	98	100	100	92	95	583	35	99	97	97	96	96	97	582	33
Alex Tamboli	UT Martin	Oct. 29, 2016	Memphis	96	94	96	98	90	93	567	0	94	91	95	95	95	94	564	22
Jack Berhorst	Memphis	Oct. 29, 2016	Memphis	95	98	99	100	91	95	578	26	97	97	98	93	96	96	577	22
Haylea Broughton	Memphis	Oct. 29, 2016	Memphis	94	95	98	99	88	95	569	24	96	92	98	96	96	98	576	29
Levi Clark	Memphis	Oct. 29, 2016	Memphis	96	94	99	100	95	96	580	30	98	97	100	100	93	98	586	41
Leighton Dempster	Memphis	Oct. 29, 2016	Memphis	92	94	100	97	92	93	568	22	99	98	96	97	96	98	584	37
Makennon Doran	Memphis	Oct. 29, 2016	Memphis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amberlie Ezell	Memphis	Oct. 29, 2016	Memphis	97	97	96	99	87	91	567	22	95	96	94	96	96	97	574	25
Amy Fister	Memphis	Oct. 29, 2016	Memphis	97	97	98	98	94	93	577	29	96	96	100	97	99	98	586	35
Eli Rischling	Memphis	Oct. 29, 2016	Memphis	95	97	98	98	87	91	566	22	94	97	97	98	92	93	571	25
Abby Votava	Memphis	Oct. 29, 2016	Memphis	85	94	94	96	92	93	554	14	95	95	91	96	96	94	567	25
Erin Bell	UT Martin (W)	Oct. 29, 2016	Memphis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ashley Coots	UT Martin (W)	Oct. 29, 2016	Memphis	96	90	99	98	92	92	567	24	96	94	94	96	98	98	576	28
Lindsey Flint	UT Martin (W)	Oct. 29, 2016	Memphis	97	98	94	94	91	93	567	21	92	97	95	94	92	90	560	24
Amanda Mayo	UT Martin (W)	Oct. 29, 2016	Memphis	0	0	0	0	0	0	0	0	91	93	96	93	93	94	560	21
Jennifer Plocinik	UT Martin (W)	Oct. 29, 2016	Memphis	92	94	97	96	90	89	558	13	96	94	99	96	96	99	580	29
Brianna Sawyers	UT Martin (W)	Oct. 29, 2016	Memphis	92	88	95	100	86	93	554	19	99	97	92	92	95	95	570	26
Alyson Sylvester	UT Martin (W)	Oct. 29, 2016	Memphis	95	96	96	95	91	94	567	15	93	96	92	95	99	98	573	27
Katie Brown	Nebraska	Oct. 29, 2016	Nebraska	95	91	95	98	85	84	548	0	95	93	93	96	95	94	566	0
Jaycee Carter	Nebraska	Oct. 29, 2016	Nebraska	97	92	97	97	90	93	566	0	99	97	98	95	98	97	584	36
Dacotah Faught	Nebraska	Oct. 29, 2016	Nebraska	93	92	100	99	90	93	567	23	99	98	99	99	99	100	594	48
Kayla Gadeken	Nebraska	Oct. 29, 2016	Nebraska	91	95	96	100	93	94	569	18	96	96	97	97	99	98	583	0
Maddie Korthas	Nebraska	Oct. 29, 2016	Nebraska	95	86	98	94	93	91	557	0	97	97	95	94	98	94	575	0
Rachel Martin	Nebraska	Oct. 29, 2016	Nebraska	98	93	97	99	97	96	580	30	96	99	99	98	99	98	589	41
Jordan Miller	Nebraska	Oct. 29, 2016	Nebraska	95	94	99	96	94	92	570	0	98	99	98	98	97	95	585	0
Samantha Peterson	Nebraska	Oct. 29, 2016	Nebraska	97	98	99	97	94	95	580	28	97	99	97	100	100	100	593	47
Nina Radulovic	Nebraska	Oct. 29, 2016	Nebraska	94	95	100	100	94	90	573	24	96	95	96	98	97	97	579	27
Sarah Sutton	Nebraska	Oct. 29, 2016	Nebraska	90	91	97	98	90	90	556	0	97	100	97	97	96	95	582	0
Hannah Virga	Nebraska	Oct. 29, 2016	Nebraska	96	96	98	99	93	90	572	0	96	96	100	97	97	92	578	0
Rachel Yager	Nebraska	Oct. 29, 2016	Nebraska	94	97	98	100	90	96	575	0	96	98	98	97	99	97	585	0
Deanna Binnie	Ohio State	Oct. 29, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Josh Black	Ohio State	Oct. 29, 2016	Nebraska	90	95	99	99	90	94	567	24	94	95	97	98	99	97	580	33
Jacob Buchanan	Ohio State	Oct. 29, 2016	Nebraska	98	97	100	98	93	94	580	28	97	97	98	98	96	95	581	32
Drew Cheezum	Ohio State	Oct. 29, 2016	Nebraska	98	95	100	99	97	97	586	35	97	100	98	99	98	98	590	38
Anthony Cuozzo	Ohio State	Oct. 29, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kendal Elder	Ohio State	Oct. 29, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alli Kissell	Ohio State	Oct. 29, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark Matheny	Ohio State	Oct. 29, 2016	Nebraska	90	91	99	98	95	94	567	24	96	97	98	99	100	100	590	44
Patrick Sardo	Ohio State	Oct. 29, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Michael Steinel	Ohio State	Oct. 29, 2016	Nebraska	97	93	98	97	95	94	574	0	100	98	100	99	100	97	594	0
Chrissy Thomas	Ohio State	Oct. 29, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhiann Travis	Ohio State	Oct. 29, 2016	Nebraska	95	94	99	99	96	94	577	27	97	98	99	100	98	99	591	42
Bailey Urbach	Ohio State	Oct. 29, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brendan Whitaker	Ohio State	Oct. 29, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quintin Wotring	Ohio State	Oct. 29, 2016	Nebraska	94	98	99	100	94	92	577	0	96	94	97	96	98	95	576	0
William Davidson	VMI	Oct. 29, 2016	VMI	92	86	95	97	95	83	548	0	92	96	94	96	96	95	569	0
Andrew Hickey	VMI	Oct. 29, 2016	VMI	91	85	100	98	92	89	555	0	94	93	96	95	93	96	567	0
Jacob Hunter	VMI	Oct. 29, 2016	VMI	96	89	97	95	86	85	548	0	95	91	94	93	96	96	565	0
Zachary Johnson	VMI	Oct. 29, 2016	VMI	86	94	98	95	89	88	550	0	0	0	0	0	0	0	0	0
Mathew Lusardi	VMI	Oct. 29, 2016	VMI	93	89	97	96	85	79	539	0	0	0	0	0	0	0	0	0
Chris Milliken	VMI	Oct. 29, 2016	VMI	93	81	97	99	83	83	536	0	97	92	96	93	93	97	568	0
John Pitman	VMI	Oct. 29, 2016	VMI	88	93	98	96	86	85	546	0	0	0	0	0	0	0	0	0
Nick Reynolds	VMI	Oct. 29, 2016	VMI	96	94	95	97	95	88	565	0	91	97	94	95	94	96	567	0
Rosemary Kramer	Ga. Southern	Oct. 29, 2016	VMI	90	90	92	95	90	87	544	0	96	97	99	97	95	100	584	0
Tori Lewis	Ga. Southern	Oct. 29, 2016	VMI	91	93	95	99	88	89	555	0	97	94	98	94	96	98	577	0
Jennifer Middlebrook	Ga. Southern	Oct. 29, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lydia Odlin	Ga. Southern	Oct. 29, 2016	VMI	86	90	93	98	87	79	533	0	98	95	93	96	95	96	573	0
Chastity Price	Ga. Southern	Oct. 29, 2016	VMI	85	82	90	96	82	85	520	0	89	95	90	91	92	95	552	0
Courtney Weekley	Ga. Southern	Oct. 29, 2016	VMI	96	92	97	95	89	92	561	0	98	94	95	95	96	98	576	0
Kathryn Youngblood	Ga. Southern	Oct. 29, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kelia Aardema	VMI (W)	Oct. 29, 2016	VMI	89	86	93	94	72	64	498	0	0	0	0	0	0	0	0	0
Samantha Alexander	VMI (W)	Oct. 29, 2016	VMI	91	87	94	95	91	88	546	0	94	92	96	93	95	95	565	0
Ellana Avery	VMI (W)	Oct. 29, 2016	VMI	93	88	96	90	82	76	525	0	0	0	0	0	0	0	0	0
Sabrina Bell	VMI (W)	Oct. 29, 2016	VMI	0	0	0	0	0	0	0	0	93	92	90	90	90	89	544	0
Alice Chiu	VMI (W)	Oct. 29, 2016	VMI	92	92	94	96	91	86	551	0	95	94	93	89	92	93	556	0
Jamie Foster	VMI (W)	Oct. 29, 2016	VMI	0	0	0	0	0	0	0	0	81	81	82	81	84	89	498	0
Joelle Henry	VMI (W)	Oct. 29, 2016	VMI	0	0	0	0	0	0	0	0	81	90	84	85	85	86	511	0
Rachel Jankelow	VMI (W)	Oct. 29, 2016	VMI	86	80	92	93	88	87	526	0	88	90	93	92	97	90	550	0
Kerrie Lightfoot	VMI (W)	Oct. 29, 2016	VMI	0	0	0	0	0	0	0	0	88	93	91	87	92	89	540	0
Loyce Lightfoot	VMI (W)	Oct. 29, 2016	VMI	92	90	95	95	84	92	548	0	0	0	0	0	0	0	0	0
Kaitlyn Morrison	VMI (W)	Oct. 29, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katherine Watson	VMI (W)	Oct. 29, 2016	VMI	88	79	95	96	82	86	526	0	92	95	96	94	95	95	567	0
Lauryn Cinadr	Akron	Oct. 29, 2016	USciences	85	96	93	94	86	91	545	0	95	99	96	97	95	91	573	0
Alex Fedorko	Akron	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sydney Goldschlag	Akron	Oct. 29, 2016	USciences	92	93	95	97	88	88	553	0	97	98	95	95	95	95	575	0
Rebecca Green	Akron	Oct. 29, 2016	USciences	89	89	88	95	85	92	538	0	92	93	94	94	94	93	560	0
Julia Hatch	Akron	Oct. 29, 2016	USciences	99	97	96	99	91	91	573	0	96	98	99	96	97	97	583	0
Anthony Jackson	Akron	Oct. 29, 2016	USciences	92	93	99	98	91	90	563	0	95	95	97	98	97	98	580	0
Kera Kaufman	Akron	Oct. 29, 2016	USciences	88	88	95	95	82	87	535	0	94	94	94	94	96	98	570	0
Joshua Kovach	Akron	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caleb Lloyd	Akron	Oct. 29, 2016	USciences	95	99	100	96	96	91	577	0	92	99	98	98	93	97	577	0
Danielle Makucevich	Akron	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kris Mantel	Akron	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brent Morgan	Akron	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Connor O'Mara	Akron	Oct. 29, 2016	USciences	90	93	98	95	88	93	557	0	97	95	98	95	92	99	576	0
Marlee Reynolds	Akron	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sean Roehrs	Akron	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zach Strohl	Akron	Oct. 29, 2016	USciences	95	94	99	99	85	94	566	0	100	99	98	99	96	98	590	0
Cierra Terrizzi	Akron	Oct. 29, 2016	USciences	92	96	99	97	90	86	560	0	98	99	94	100	99	98	588	0
Rachel Hubal	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	93	85	90	88	84	89	529	0
Angela Kang	USciences	Oct. 29, 2016	USciences	83	75	88	89	79	82	496	0	94	88	90	89	89	87	537	0
Brittany Mahoney	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris Makosiej	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nick Makosiej	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomas Nelligan	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matt Popowicz	USciences	Oct. 29, 2016	USciences	86	92	93	93	80	77	521	0	88	81	88	83	85	83	508	0
Andrej Quatrone	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	92	85	84	89	90	87	527	0
Sarah Schnupp	USciences	Oct. 29, 2016	USciences	95	97	98	98	91	94	573	0	96	95	95	94	100	93	573	0
Lauren Stabler	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	88	86	84	85	88	85	516	0
Christina Tipton	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allie Tuman	USciences	Oct. 29, 2016	USciences	85	85	88	90	79	75	502	0	85	84	86	85	90	92	522	0
Anita Varkey	USciences	Oct. 29, 2016	USciences	0	0	0	0	0	0	0	0	80	72	76	81	76	85	470	0
Andrew Visconti	USciences	Oct. 29, 2016	USciences	94	95	98	99	79	89	554	0	90	94	90	90	93	93	550	0
Nick Zsoldos	USciences	Oct. 29, 2016	USciences	88	95	94	92	84	91	544	0	87	85	92	90	87	86	527	0
Hayley Carroll	Ole Miss	Oct. 29, 2016	Jacksonville St.	95	93	100	100	90	94	572	0	97	98	98	99	98	95	585	0
Harley Gardner	Ole Miss	Oct. 29, 2016	Jacksonville St.	97	95	99	100	97	98	586	0	97	98	97	95	97	96	580	0
Jess Haig	Ole Miss	Oct. 29, 2016	Jacksonville St.	96	97	98	100	90	94	575	0	97	97	97	95	97	98	581	0
Alana Kelly	Ole Miss	Oct. 29, 2016	Jacksonville St.	96	90	99	99	91	92	567	0	99	96	96	98	96	96	581	0
Randi Loudin	Ole Miss	Oct. 29, 2016	Jacksonville St.	92	96	99	97	92	89	565	0	96	97	97	90	96	97	573	0
Marina Noble	Ole Miss	Oct. 29, 2016	Jacksonville St.	92	94	98	99	91	89	563	0	0	0	0	0	0	0	0	0
Samantha Sandifer	Ole Miss	Oct. 29, 2016	Jacksonville St.	94	94	95	99	89	88	559	0	92	97	98	95	98	98	578	0
Kristyn Trump	Ole Miss	Oct. 29, 2016	Jacksonville St.	96	92	99	97	89	95	568	0	97	94	98	96	95	94	574	0
Jillian Tyler	Ole Miss	Oct. 29, 2016	Jacksonville St.	89	90	100	100	93	90	562	0	99	98	98	100	97	98	590	0
Ali Weisz	Ole Miss	Oct. 29, 2016	Jacksonville St.	97	97	99	99	97	96	585	0	99	99	100	100	97	100	595	0
Hunter Behrends	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	94	85	98	100	90	90	557	0	96	96	95	97	94	94	572	0
Austin Cock	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	96	98	96	98	96	91	575	0	98	99	94	95	95	97	578	0
Anika Corsi	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	0	0	0	0	0	0	0	0	98	96	97	94	98	96	579	0
Trace Haynes	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	98	100	99	100	96	95	588	0	97	97	94	99	97	96	580	0
Brandon Henson	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	0	0	0	0	0	0	0	0	96	92	94	98	96	97	573	0
Brandon Muske	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	95	98	95	96	94	94	572	0	98	100	98	99	98	100	593	0
Kyle Ordille	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	90	92	99	95	86	93	555	0	96	95	95	97	97	94	574	0
Carleigh Peters	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	94	90	95	99	89	87	554	0	95	97	99	98	97	98	584	0
Garrett Rabel	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	99	96	100	98	96	90	579	0	95	94	98	97	96	98	578	0
Tyler Ramos	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	97	95	99	97	90	86	564	0	97	94	96	96	95	98	576	0
Mekenna Richardson	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	97	95	97	100	96	96	581	0	96	96	95	94	98	94	573	0
Carter Santrock	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	92	95	97	97	96	95	572	0	96	94	96	96	97	99	578	0
Zach Schmidt	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	94	95	96	99	94	97	575	0	97	96	96	98	95	97	579	0
David Sink	Jacksonville St.	Oct. 29, 2016	Jacksonville St.	95	94	99	98	91	97	574	0	98	97	98	94	99	98	584	0
Bobby Broadstreet	Murray St.	Oct. 30, 2016	Murray St.	99	98	99	99	97	98	590	0	99	98	97	100	97	99	590	0
Meike Drewell	Murray St.	Oct. 30, 2016	Murray St.	95	99	98	100	99	96	587	0	98	97	98	99	100	100	592	0
Ben Estes	Murray St.	Oct. 30, 2016	Murray St.	97	98	100	100	95	96	586	0	97	97	98	99	99	99	589	0
Shelby Huber	Murray St.	Oct. 30, 2016	Murray St.	95	99	99	99	94	92	578	0	99	97	98	96	98	97	585	0
Mackenzie Martin	Murray St.	Oct. 30, 2016	Murray St.	99	96	100	100	94	95	584	0	99	98	98	99	98	100	592	0
Ivan Roe	Murray St.	Oct. 30, 2016	Murray St.	98	100	100	99	97	98	592	0	100	100	98	100	99	97	594	0
Barbara Schlapfer	Murray St.	Oct. 30, 2016	Murray St.	98	98	98	100	97	94	585	0	99	97	96	97	96	97	582	0
Alathea Sellars	Murray St.	Oct. 30, 2016	Murray St.	91	96	99	98	96	95	575	0	100	99	98	98	98	99	592	0
Eric Sloan	Murray St.	Oct. 30, 2016	Murray St.	92	94	97	99	91	90	563	0	97	94	97	94	96	96	574	0
Alex Bapties	UT Martin	Oct. 30, 2016	Murray St.	95	95	98	98	85	83	554	0	98	96	99	98	95	97	583	0
Brigitte Curcio	UT Martin	Oct. 30, 2016	Murray St.	95	95	94	95	93	95	567	0	94	97	95	97	97	96	576	0
Andre Delcalzo	UT Martin	Oct. 30, 2016	Murray St.	92	90	97	95	80	83	537	0	95	94	94	92	93	96	564	0
Logan Hunt	UT Martin	Oct. 30, 2016	Murray St.	95	93	99	98	87	87	559	0	95	94	95	94	98	94	570	0
Kaitlin Korinek	UT Martin	Oct. 30, 2016	Murray St.	94	96	98	97	95	98	578	0	96	96	97	97	96	99	581	0
Joe Martin	UT Martin	Oct. 30, 2016	Murray St.	95	96	100	100	94	94	579	0	96	97	96	98	96	98	581	0
Alex Tamboli	UT Martin	Oct. 30, 2016	Murray St.	96	93	95	97	90	89	560	0	96	97	91	95	93	93	565	0
Erin Bell	UT Martin (W)	Oct. 30, 2016	Murray St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ashley Coots	UT Martin (W)	Oct. 30, 2016	Murray St.	91	98	99	99	95	88	570	0	97	95	93	96	95	96	572	0
Lindsey Flint	UT Martin (W)	Oct. 30, 2016	Murray St.	97	94	99	97	83	89	559	0	93	89	90	97	97	94	560	0
